State,Zip,Year,Month,Electricity Price,Gas Price,Zip Codes,,,,,,,,,,,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
,,2021,Apr,0.116,3.321,98036,,,,,,,,,,,,,,,,,,,,,,
,,2021,May,0.116,3.448,98037,,,,,,,,,,,,,,,,,,,,,,
,,2021,Jun,0.116,3.832,98038,,,,,,,,,,,,,,,,,,,,,,
,,2021,Jul,0.117,4.013,98039,,,,,,,,,,,,,,,,,,,,,,
,,2021,Aug,0.117,4.077,98040,,,,,,,,,,,,,,,,,,,,,,
,,2021,Sep,0.117,4.07,98042,,,,,,,,,,,,,,,,,,,,,,
,,2021,Oct,0.116,4.068,98043,,,,,,,,,,,,,,,,,,,,,,
,,2021,Nov,0.117,4.09,98045,,,,,,,,,,,,,,,,,,,,,,
,,2021,Dec,0.117,4.085,98047,,,,,,,,,,,,,,,,,,,,,,
,,2022,Jan,0.117,4.138,98050,,,,,,,,,,,,,,,,,,,,,,
,,2022,Feb,0.117,4.182,98051,,,,,,,,,,,,,,,,,,,,,,
,,2022,Mar,0.117,4.848,98052,,,,,,,,,,,,,,,,,,,,,,
,,2022,Apr,0.119,4.908,98053,,,,,,,,,,,,,,,,,,,,,,
,,2022,May,0.118,5.212,98055,,,,,,,,,,,,,,,,,,,,,,
,,2022,Jun,0.118,5.675,98056,,,,,,,,,,,,,,,,,,,,,,
,,2022,Jul,0.118,5.46,98057,,,,,,,,,,,,,,,,,,,,,,
,,2022,Aug,0.118,5.024,98058,,,,,,,,,,,,,,,,,,,,,,
,,2022,Sep,0.118,4.949,98059,,,,,,,,,,,,,,,,,,,,,,
,,2022,Oct,0.118,5.429,98065,,,,,,,,,,,,,,,,,,,,,,
,,2022,Nov,0.118,4.965,98068,,,,,,,,,,,,,,,,,,,,,,
,,2022,Dec,0.118,4.329,98070,,,,,,,,,,,,,,,,,,,,,,
,,2023,Jan,0.126,4.242,98072,,,,,,,,,,,,,,,,,,,,,,
,,2023,Feb,0.126,4.397,98074,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98075,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98077,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98087,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98092,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98101,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98102,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98103,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98104,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98105,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98106,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98107,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98108,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98109,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98112,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98115,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98116,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98117,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98118,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98119,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98121,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98122,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98125,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98126,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98133,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98134,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98136,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98144,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98146,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98148,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98154,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98155,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98158,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98164,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98166,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98168,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98174,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98177,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98178,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98188,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98195,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98198,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98199,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98201,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98203,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98204,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98205,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98207,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98208,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98223,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98224,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98241,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98251,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98252,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98256,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98258,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98270,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98271,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98272,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98275,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98282,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98288,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98290,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98292,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98294,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98296,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98303,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98304,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98321,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98323,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98327,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98328,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98329,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98330,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98332,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98333,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98335,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98338,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98349,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98351,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98354,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98355,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98360,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98371,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98372,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98373,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98374,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98375,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98385,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98387,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98388,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98390,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98391,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98394,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98396,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98402,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98403,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98404,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98405,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98406,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98407,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98408,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98409,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98416,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98418,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98421,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98422,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98424,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98430,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98433,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98438,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98439,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98443,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98444,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98445,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98446,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98447,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98465,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98466,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98467,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98498,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98499,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98513,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98516,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98524,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98558,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98580,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98597,,,,,,,,,,,,,,,,,,,,,,
,,,,,,98937,,,,,,,,,,,,,,,,,,,,,,
